id_material,titulo,tipo,area,nivel,descricao,autor
9291,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9292,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9293,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9294,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9295,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9296,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9297,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9298,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9299,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9300,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9301,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9302,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9303,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9304,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9305,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9306,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9307,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9308,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9309,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9310,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9311,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9312,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9313,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9314,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9315,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9316,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9317,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9318,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9319,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9320,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9321,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9322,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9323,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9324,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9325,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9326,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9327,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9328,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9329,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9330,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9331,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9332,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9333,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9334,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9335,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9336,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9337,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9338,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9339,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9340,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9341,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9342,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9343,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9344,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9345,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9346,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9347,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9348,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9349,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9350,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9351,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9352,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9353,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9354,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9355,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9356,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9357,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9358,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9359,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9360,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9361,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9362,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9363,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9364,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9365,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9366,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9367,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9368,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9369,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9370,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9371,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9372,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9373,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9374,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9375,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9376,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9377,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9378,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9379,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9380,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9381,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9382,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9383,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9384,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9385,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9386,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9387,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9388,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9389,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9390,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9391,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9392,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9393,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9394,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9395,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9396,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9397,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9398,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9399,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9400,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9401,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9402,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9403,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9404,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9405,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9406,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9407,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9408,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9409,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9410,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9411,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9412,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9413,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9414,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9415,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9416,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9417,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9418,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9419,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9420,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9421,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9422,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9423,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9424,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9425,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9426,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9427,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9428,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9429,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9430,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9431,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9432,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9433,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9434,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9435,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9436,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9437,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9438,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9439,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9440,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9441,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9442,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9443,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9444,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9445,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9446,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9447,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9448,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9449,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9450,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9451,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9452,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9453,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9454,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9455,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9456,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9457,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9458,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9459,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9460,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9461,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9462,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9463,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9464,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9465,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9466,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9467,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9468,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9469,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9470,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9471,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9472,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9473,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9474,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9475,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9476,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9477,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9478,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9479,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9480,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9481,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9482,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9483,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9484,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9485,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9486,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9487,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9488,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9489,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9490,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9491,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9492,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9493,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9494,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9495,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9496,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9497,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9498,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9499,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9500,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9501,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9502,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9503,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9504,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9505,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9506,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9507,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9508,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9509,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9510,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9511,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9512,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9513,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9514,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9515,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9516,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9517,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9518,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9519,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9520,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9521,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9522,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9523,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9524,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9525,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9526,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9527,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9528,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9529,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9530,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9531,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9532,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9533,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9534,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9535,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9536,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9537,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9538,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9539,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9540,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9541,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9542,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9543,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9544,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9545,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9546,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9547,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9548,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9549,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9550,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9551,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9552,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9553,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9554,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9555,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9556,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9557,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9558,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9559,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9560,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9561,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9562,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9563,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9564,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9565,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9566,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9567,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9568,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9569,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
9570,IoT Prático,vídeo,IoT,Iniciante,Projetos práticos de Internet das Coisas,Adafruit
9571,Introdução a Algoritmos,livro,Programação,Iniciante,Fundamentos de algoritmos e estruturas de dados,Thomas Cormen
9572,Aprendendo Python,livro,Programação,Iniciante,Guia completo para iniciantes em Python,Eric Matthes
9573,ML Avançado,livro,IA,Avançado,Técnicas avançadas de machine learning,Aurélien Géron
9574,Estatística Básica,livro,Estatística,Iniciante,Conceitos fundamentais de estatística,Mario Triola
9575,Deep Learning,vídeo,IA,Intermediário,Série sobre redes neurais profundas,Andrew Ng
9576,Gestão Ágil,artigo,Gestão,Intermediário,Metodologias ágeis para gerentes,Jeff Sutherland
9577,Segurança em Redes,livro,Segurança,Avançado,Protegendo infraestruturas de rede,William Stallings
9578,UX Moderno,artigo,UX,Intermediário,Princípios de design centrado no usuário,Don Norman
9579,Banco de Dados NoSQL,livro,BD,Intermediário,Bancos não relacionais modernos,Martin Fowler
